iter	MultiClass
201	0.9214009014
202	0.9213554575
203	0.9212708205
204	0.9212056951
205	0.9211407462
206	0.9210936033
207	0.9210387318
208	0.9209730433
209	0.9209224304
210	0.9208500778
211	0.9207847661
212	0.9207534218
213	0.9206120939
214	0.9204942809
215	0.9204366436
216	0.9203884985
217	0.9203371884
218	0.9202892844
219	0.920212432
220	0.9201547661
221	0.9201066785
222	0.9200331979
223	0.9199877727
224	0.9199424232
225	0.9199032382
226	0.9198552515
227	0.91979376
228	0.9197272576
229	0.919665269
230	0.919577541
231	0.9195193187
232	0.9194686052
233	0.9194159244
234	0.9193743963
235	0.9193224131
236	0.9192843188
237	0.9192361501
238	0.9191573923
239	0.9190972886
240	0.9190476649
241	0.9189788745
242	0.9189129214
243	0.9188318907
244	0.9187991806
245	0.9187605353
246	0.9187074859
247	0.9186861589
248	0.9186328177
249	0.9185775044
250	0.9185413518
251	0.9184666311
252	0.9184208572
253	0.9183703865
254	0.9183352422
255	0.9182620413
256	0.9182267739
257	0.9181817098
258	0.918139697
259	0.9181321684
260	0.9181093241
261	0.9180547263
262	0.9180082408
263	0.9179391711
264	0.9178891167
265	0.9178375546
266	0.9177842922
267	0.9177385289
268	0.9177099275
269	0.9176244493
270	0.9175566215
271	0.9175331906
272	0.9174989155
273	0.917460232
274	0.9173894044
275	0.9173232191
276	0.9172687939
277	0.9172349408
278	0.9172018783
279	0.9171691679
280	0.9171509685
281	0.9170968868
282	0.9170547487
283	0.9170183178
284	0.9169668813
285	0.9169296303
286	0.9168807262
287	0.9168513117
288	0.9168034654
289	0.9167846834
290	0.9167428894
291	0.9166918397
292	0.9166615463
293	0.9166321522
294	0.916586282
295	0.916567243
296	0.9165585485
297	0.9165334645
298	0.9164739603
299	0.9163856499
300	0.9163509623
301	0.9163303962
302	0.9162925154
303	0.9162644967
304	0.9162294746
305	0.9161850454
306	0.9161757463
307	0.9161480709
308	0.9161044457
309	0.9160680255
310	0.9160391098
311	0.9159729571
312	0.9159397575
313	0.9158963285
314	0.9158470829
315	0.9157854929
316	0.9157196199
317	0.9156754883
318	0.915618707
319	0.9155818747
320	0.9155280996
321	0.9154979793
322	0.9154577717
323	0.9154259605
324	0.915375253
325	0.9153289311
326	0.915256494
327	0.9152004667
328	0.91518496
329	0.9151528779
330	0.9151313515
331	0.9150650993
332	0.9150068249
333	0.9149616809
334	0.9149461109
335	0.9149013708
336	0.9148715078
337	0.9148254336
338	0.9147954644
339	0.9147632316
340	0.9147287323
341	0.9147006564
342	0.9146764108
343	0.9146270271
344	0.9146022748
345	0.9145610385
346	0.9145217941
347	0.9144865785
348	0.9144514511
349	0.9144366876
350	0.9143914208
351	0.9143522517
352	0.9143013773
353	0.9142605707
354	0.914239783
355	0.9141887757
356	0.914155393
357	0.9141224673
358	0.914070283
359	0.9140609765
360	0.9140164611
361	0.9139717689
362	0.9139587616
363	0.913929846
364	0.9138873448
365	0.9138585118
366	0.9138085294
367	0.9137519008
368	0.9137154739
369	0.9136781079
370	0.913637242
371	0.9136134811
372	0.9135742844
373	0.9135284004
374	0.9135082093
375	0.9134866466
376	0.9134440603
377	0.9133967362
378	0.91337572
379	0.913333589
380	0.9133169609
381	0.9132652269
382	0.9132535737
383	0.9132093182
384	0.9131726663
385	0.9131340967
386	0.9130947092
387	0.9130726684
388	0.9130438771
389	0.912993679
390	0.9129546503
391	0.9129260638
392	0.9128894634
393	0.9128607122
394	0.9128091996
395	0.9127765776
396	0.9127531638
397	0.9127412164
398	0.9127134003
399	0.9126819137
400	0.9126681458
401	0.9126335965
402	0.9125893184
403	0.9125529302
404	0.9125147534
405	0.9124791109
406	0.9124704744
407	0.9124435252
408	0.9124080828
409	0.9123970283
410	0.9123357289
411	0.9123204664
412	0.9122950052
413	0.9122635711
414	0.9122501537
415	0.912216629
416	0.9121882399
417	0.9121227743
418	0.9120645576
419	0.9120175225
420	0.9119646422
421	0.911904145
422	0.9118733139
423	0.9118330573
424	0.9118293748
425	0.9117975509
426	0.9117513589
427	0.911737061
428	0.9117045816
429	0.91167608
430	0.9116360024
431	0.9116016021
432	0.9115937952
433	0.9115704567
434	0.9115413212
435	0.9115235294
436	0.9114899988
437	0.9114659802
438	0.9114259833
439	0.9113933349
440	0.9113643075
441	0.911311679
442	0.9112577977
443	0.9112206376
444	0.911185083
445	0.9111786541
446	0.9111428147
447	0.9111114835
448	0.9110664161
449	0.9110499913
450	0.9110247366
451	0.9109588327
452	0.9109392959
453	0.9109035323
454	0.910866793
455	0.9108275845
456	0.9107785781
457	0.910736306
458	0.9107262361
459	0.9106933865
460	0.9106402528
461	0.9106092275
462	0.910585689
463	0.9105665743
464	0.9105400877
465	0.9105094635
466	0.9104552667
467	0.9104255916
468	0.9103961886
469	0.9103748085
470	0.910341735
471	0.9103083038
472	0.9103032202
473	0.9102670307
474	0.910228843
475	0.9102046616
476	0.9101807553
477	0.9101368486
478	0.9101009957
479	0.9100773991
480	0.9100544695
481	0.9100213995
482	0.9100100675
483	0.9099771712
484	0.9099241693
485	0.9099150019
486	0.9098727514
487	0.9098428274
488	0.9098097213
489	0.9097796107
490	0.9097263699
491	0.9096650779
492	0.9096493516
493	0.9096168421
494	0.9095859293
495	0.9095519647
496	0.9095173302
497	0.9094808396
498	0.9094452328
499	0.9093964822
500	0.9093494437
501	0.9093104386
502	0.9092969848
503	0.9092487072
504	0.9092199849
505	0.9091932971
506	0.9091806155
507	0.9091572489
508	0.9091302682
509	0.909119204
510	0.9090817482
511	0.9090706837
512	0.9090389628
513	0.9090207421
514	0.9089812509
515	0.908961746
516	0.9089163724
517	0.9088874155
518	0.9088566444
519	0.908828172
520	0.9087923728
521	0.9087690584
522	0.9087526368
523	0.9087230941
524	0.9086681362
525	0.9086041345
526	0.9085486123
527	0.9085234521
528	0.9084779413
529	0.9084548686
530	0.9084243529
531	0.908391215
532	0.9083486068
533	0.9083120479
534	0.9082817947
535	0.9082467057
536	0.9082138388
537	0.9081820742
538	0.908143195
539	0.9081098406
540	0.908075808
541	0.9080574634
542	0.9080216663
543	0.9079871928
544	0.9079482509
545	0.9079110054
546	0.9078588752
547	0.9078104202
548	0.9077841382
549	0.9077470651
550	0.9077292359
551	0.9077076476
552	0.9076725997
553	0.9076520412
554	0.907633333
555	0.9076077159
556	0.9075712557
557	0.9075454306
558	0.9075337507
559	0.9074965173
560	0.9074455
561	0.9073968009
562	0.9073710744
563	0.9073526037
564	0.9073247402
565	0.9072778329
566	0.907243455
567	0.9072097332
568	0.9071859276
569	0.9071700735
570	0.9071561148
571	0.9071376944
572	0.9071023506
573	0.9070826599
574	0.9070586179
575	0.9070458814
576	0.9070232789
577	0.9069991799
578	0.9069687687
579	0.9069391351
580	0.9069077685
581	0.9068832606
582	0.9068744588
583	0.9068145498
584	0.9067831457
585	0.906745548
586	0.9067213051
587	0.9066845679
588	0.9066657858
589	0.9066296963
590	0.9065887588
591	0.9065487033
592	0.9065173549
593	0.9064854272
594	0.9064588693
595	0.9064306473
596	0.9063948121
597	0.9063625748
598	0.9063348613
599	0.9063034189
600	0.9062789929
601	0.9062503784
602	0.906234954
603	0.9061903389
604	0.9061547356
605	0.9061283573
606	0.906083831
607	0.9060610182
608	0.9060325993
609	0.9059814719
610	0.9059502512
611	0.9059355985
612	0.9059074178
613	0.9058962598
614	0.9058640322
615	0.9058311411
616	0.9058066783
617	0.9057679477
618	0.905751058
619	0.9057259802
620	0.905694223
621	0.9056574343
622	0.9056283197
623	0.9056037141
624	0.9055637479
625	0.9055322703
626	0.9055072155
627	0.9054778697
628	0.9054474029
629	0.9054158021
630	0.9053902718
631	0.9053614865
632	0.9053373046
633	0.9052998336
634	0.9052866802
635	0.9052516201
636	0.9052166054
637	0.9052069448
638	0.905166517
639	0.9051404023
640	0.9050915785
641	0.9050599508
642	0.9050249817
643	0.9049895552
644	0.9049459992
645	0.9049187366
646	0.9048818761
647	0.9048341251
648	0.9048232239
649	0.9048039147
650	0.9047835905
651	0.904755272
652	0.9047374076
653	0.9047068136
654	0.9046796335
655	0.9046309398
656	0.9046147663
657	0.9045699636
658	0.9045411813
659	0.9045061199
660	0.9044799953
661	0.904458546
662	0.9044209769
663	0.9043832134
664	0.9043605618
665	0.9043183165
666	0.9042927552
667	0.9042646011
668	0.9042571914
669	0.9042201542
670	0.904190835
671	0.9041730397
672	0.9041376545
673	0.9041261001
674	0.9041044921
675	0.904083296
676	0.9040615907
677	0.904028342
678	0.9040032267
679	0.9039892605
680	0.9039685924
681	0.9039433759
682	0.9039195262
683	0.9039017766
684	0.9038829909
685	0.9038537362
686	0.9038307497
687	0.9038033167
688	0.9037769964
689	0.9037506996
690	0.9037163126
691	0.9036801521
692	0.9036552127
693	0.9036313349
694	0.9036187089
695	0.9036089256
696	0.9035859382
697	0.9035523484
698	0.9035376451
699	0.9034864676
700	0.9034617237
701	0.9034228948
702	0.9033806292
703	0.9033382644
704	0.9033242859
705	0.9032946282
706	0.9032647805
707	0.9032359212
708	0.9032072338
709	0.9031834779
710	0.9031561017
711	0.9031383243
712	0.9031202455
713	0.9030992689
714	0.9030832225
715	0.903050087
716	0.9030229637
717	0.902997914
718	0.9029567534
719	0.90293166
720	0.9029191657
721	0.9028991203
722	0.9028884743
723	0.9028673248
724	0.9028453717
725	0.9028116169
726	0.9027744135
727	0.9027455276
728	0.9027215355
729	0.9026732409
730	0.9026351805
731	0.9026173237
732	0.9025911163
733	0.9025517776
734	0.9025349769
735	0.9025005539
736	0.9024840445
737	0.9024551041
738	0.9024400457
739	0.9024208047
740	0.9023814361
741	0.9023588048
742	0.9023249423
743	0.9022992791
744	0.9022800747
745	0.9022612197
746	0.9022423424
747	0.9022201149
748	0.902201383
749	0.9021610285
750	0.9021300676
751	0.9021084897
752	0.902091177
753	0.9020433991
754	0.9020260953
755	0.9020146852
756	0.9019883213
757	0.9019580286
758	0.9019265061
759	0.9019124486
760	0.9018905491
761	0.9018667253
762	0.9018460323
763	0.9018133454
764	0.9017833326
765	0.9017558013
766	0.901736491
767	0.9017143218
768	0.9016911297
769	0.9016545349
770	0.901629344
771	0.9016053943
772	0.9015956406
773	0.901574233
774	0.9015318347
775	0.9015029568
776	0.901490356
777	0.901472632
778	0.90143575
779	0.9014121903
780	0.9013783443
781	0.9013545616
782	0.9013352061
783	0.9013124258
784	0.9012721476
785	0.9012555555
786	0.9012243153
787	0.9011892218
788	0.9011610909
789	0.9011298063
790	0.9011034424
791	0.9010898974
792	0.9010672689
793	0.9010648883
794	0.9010330898
795	0.9010108443
796	0.9009680742
797	0.9009484163
798	0.9009217413
799	0.9008943379
800	0.9008657759
801	0.9008343933
802	0.9008112957
803	0.9007945432
804	0.9007817894
805	0.9007466057
806	0.9007047712
807	0.9006819552
808	0.9006456229
809	0.9006218304
810	0.9005983868
811	0.9005791032
812	0.9005595813
813	0.900525258
814	0.9004885975
815	0.9004636156
816	0.9004302722
817	0.900394959
818	0.9003608851
819	0.9003271676
820	0.9003035716
821	0.9002826072
822	0.9002394109
823	0.9002075451
824	0.9001770597
825	0.9001698225
826	0.9001350257
827	0.9001206715
828	0.9000946051
829	0.9000654123
830	0.9000399012
831	0.9000114688
832	0.8999887756
833	0.8999480957
834	0.8999286122
835	0.8999031519
836	0.8998798051
837	0.8998560551
838	0.8998233048
839	0.8997929562
840	0.8997616701
841	0.8997387601
842	0.8997241511
843	0.8996833058
844	0.8996599475
845	0.8996561085
846	0.8996319132
847	0.8996046139
848	0.8995733845
849	0.8995367674
850	0.8995147798
851	0.8994822551
852	0.8994521591
853	0.899429716
854	0.899411592
855	0.8993797206
856	0.8993541983
857	0.8993103623
858	0.8992674823
859	0.8992613124
860	0.8992288274
861	0.899206624
862	0.8991824241
863	0.899159561
864	0.8991376467
865	0.8991136459
866	0.8990658019
867	0.8990451188
868	0.8990181254
869	0.8989827836
870	0.8989560497
871	0.8989262317
872	0.8989060487
873	0.8988862451
874	0.8988589712
875	0.8988362342
876	0.8988099124
877	0.8987896502
878	0.8987690654
879	0.8987316389
880	0.8986954253
881	0.8986813246
882	0.8986517018
883	0.8986118626
884	0.8985975586
885	0.8985728825
886	0.8985279527
887	0.8985013666
888	0.8984734187
889	0.8984354537
890	0.8984009618
891	0.8983667489
892	0.8983451247
893	0.8983240033
894	0.8983022863
895	0.8982797129
896	0.8982538717
897	0.8982237425
898	0.8982019179
899	0.8981689254
900	0.8981346114
901	0.8981138834
902	0.8980933324
903	0.8980683983
904	0.8980557797
905	0.8980296579
906	0.8979989797
907	0.89798191
908	0.8979641915
909	0.8979368305
910	0.8979052508
911	0.8978909359
912	0.8978667302
913	0.8978400403
914	0.8978287488
915	0.8977964364
916	0.8977648126
917	0.8977161845
918	0.8977068424
919	0.8976759363
920	0.8976504834
921	0.8976204848
922	0.8976000394
923	0.8975739515
924	0.8975520026
925	0.8975422016
926	0.8975176048
927	0.8975042968
928	0.8974695806
929	0.897440289
930	0.8974194103
931	0.8973917542
932	0.897364715
933	0.897346308
934	0.8973312361
935	0.8973057202
936	0.8972764101
937	0.8972498338
938	0.8972335493
939	0.8972105309
940	0.8971836127
941	0.8971620583
942	0.8971403614
943	0.8971203623
944	0.8971089004
945	0.8970775002
946	0.8970352514
947	0.8970142257
948	0.8969942959
949	0.8969811521
950	0.8969499142
951	0.896922924
952	0.8969121718
953	0.8968889656
954	0.896875842
955	0.8968647337
956	0.8968404831
957	0.8968094133
958	0.8967983068
959	0.8967639242
960	0.8967345417
961	0.8967011784
962	0.8966789083
963	0.8966414273
964	0.896622616
965	0.8965886573
966	0.8965616408
967	0.8965222332
968	0.8964926938
969	0.8964892017
970	0.896463004
971	0.8964301339
972	0.8964068795
973	0.8963754553
974	0.8963372295
975	0.8963133617
976	0.896291175
977	0.8962646702
978	0.8962430471
979	0.8962173455
980	0.8961837884
981	0.896147975
982	0.8961300063
983	0.8961147573
984	0.8960755737
985	0.8960370362
986	0.8960113667
987	0.8959794389
988	0.8959636923
989	0.8959269074
990	0.8958905331
991	0.8958636425
992	0.895833249
993	0.8958065241
994	0.8957706547
995	0.8957374967
996	0.8957220519
997	0.8956943743
998	0.8956692361
999	0.8956525473
